averating,brand,dimension,frcolor,img,interface,keycap,led,logilayout,model,name,nreviews,physlayout,price,rollover,size,sku,switch,weight 
,Varmilo,"13.30"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA68T1WALK12W_main.jpg,USB-C,Alphas: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 CMYK White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$191.00,6,60%,VA68TN1W/ALK12W,Cherry MX Brown,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA68T1WALK12W_main.jpg,USB-C,Alphas: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 CMYK White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$191.00,6,60%,VA68TC1W/ALK12W,Cherry MX Blue,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA68T1WALK12W_main.jpg,USB-C,Alphas: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 CMYK White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$194.00,6,60%,VA68TR1W/ALK12W,Cherry MX Red,3.00 lbs
4.3,Ducky,"14.10"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2632_RainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,n/a,ANSI,One Rainbow,Ducky One Rainbow TKL Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$105.00,Full,Tenkeyless,DKON1687-BUSPHWWB9,Cherry MX Brown,2.50 lbs
4.3,Ducky,"14.10"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2632_RainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,n/a,ANSI,One Rainbow,Ducky One Rainbow TKL Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$105.00,Full,Tenkeyless,DKON1687-CUSPHWWB9,Cherry MX Blue,2.50 lbs
4.3,Ducky,"14.10"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2632_RainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,n/a,ANSI,One Rainbow,Ducky One Rainbow TKL Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$105.00,Full,Tenkeyless,DKON1687-RUSPHWWB9,Cherry MX Red,2.50 lbs
4.3,Ducky,"14.10"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2632_RainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,n/a,ANSI,One Rainbow,Ducky One Rainbow TKL Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$105.00,Full,Tenkeyless,DKON1687-WUSPHWWB9,Cherry MX Clear,2.50 lbs
5.0,Leopold,"3.46"" x 5.35"" x 1.77""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1711_FC210B_1.jpg,USB,Primary: Black Double Shot PBT with Beige legends,n/a,ANSI,FC210TP,Leopold FC210TP Black Case Double Shot PBT Mechanical Keyboard,3,US QWERTY,$59.00,6,Other,FC210TP/CBPD,Cherry MX Blue,0.66 lbs
5.0,Leopold,"3.46"" x 5.35"" x 1.77""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1711_FC210B_1.jpg,USB,Primary: Black Double Shot PBT with Beige legends,n/a,ANSI,FC210TP,Leopold FC210TP Black Case Double Shot PBT Mechanical Keyboard,3,US QWERTY,$59.00,6,Other,FC210TP/LBPD,Cherry MX Black,0.66 lbs
5.0,Leopold,"3.46"" x 5.35"" x 1.77""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1711_FC210B_1.jpg,USB,Primary: Black Double Shot PBT with Beige legends,n/a,ANSI,FC210TP,Leopold FC210TP Black Case Double Shot PBT Mechanical Keyboard,3,US QWERTY,$59.00,6,Other,FC210TP/RBPD,Cherry MX Red,0.66 lbs
5.0,Leopold,"3.46"" x 5.35"" x 1.77""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1711_FC210B_1.jpg,USB,Primary: Black Double Shot PBT with Beige legends,n/a,ANSI,FC210TP,Leopold FC210TP Black Case Double Shot PBT Mechanical Keyboard,3,US QWERTY,$63.00,6,Other,FC210TP/SBPD,Cherry MX Silent Red,0.66 lbs
5.0,Filco,"14.10"" x 5.30"" x 1.30""",White,https://mechanicalkeyboards.com/shop/images/products/large_1862_M2Cream_1.jpg,USB,Primary: White Laser Printed ABS with Green legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Cream White TKL Mechanical Keyboard,1,US QWERTY,$139.00,Full,Tenkeyless,FKBN87MC/ECW2,Cherry MX Blue,2.20 lbs
3.5,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2407_DKON1608.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One PBT Double Shot PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Full Size,DKON1608-BUSPDAAB1,Cherry MX Brown,2.87 lbs
3.5,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2407_DKON1608.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One PBT Double Shot PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Full Size,DKON1608-CUSPDAAB1,Cherry MX Blue,2.87 lbs
3.5,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2407_DKON1608.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One PBT Double Shot PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Full Size,DKON1608-RUSPDAAB1,Cherry MX Red,2.87 lbs
3.5,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2407_DKON1608.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One PBT Double Shot PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Full Size,DKON1608-PUSPDAAB1,Cherry MX Silver,2.87 lbs
3.5,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2407_DKON1608.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One PBT Double Shot PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Full Size,DKON1608-GUSPDAAB1,Cherry MX Green,2.87 lbs
3.5,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2407_DKON1608.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One PBT Double Shot PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Full Size,DKON1608-QUSPDAAB1,Cherry MX White,2.87 lbs
3.5,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2407_DKON1608.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One PBT Double Shot PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Full Size,DKON1608-WUSPDAAB1,Cherry MX Clear,2.87 lbs
4.5,Mistel,"11.63"" x 4.91"" x 1.56""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2201_MD600RGB_1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Barocco,Mistel Barocco Black RGB LED  60% Double Shot PBT Mechanical Keyboard,2,US QWERTY,$164.00,Full,60%,MD600-BUSPDAAT1,Cherry MX Brown,1.12 lbs
4.5,Mistel,"11.63"" x 4.91"" x 1.56""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2201_MD600RGB_1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Barocco,Mistel Barocco Black RGB LED  60% Double Shot PBT Mechanical Keyboard,2,US QWERTY,$164.00,Full,60%,MD600-CUSPDAAT1,Cherry MX Blue,1.12 lbs
4.5,Mistel,"11.63"" x 4.91"" x 1.56""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2201_MD600RGB_1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Barocco,Mistel Barocco Black RGB LED  60% Double Shot PBT Mechanical Keyboard,2,US QWERTY,$164.00,Full,60%,MD600-RUSPDAAT1,Cherry MX Red,1.12 lbs
4.5,Mistel,"11.63"" x 4.91"" x 1.56""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2201_MD600RGB_1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Barocco,Mistel Barocco Black RGB LED  60% Double Shot PBT Mechanical Keyboard,2,US QWERTY,$164.00,Full,60%,MD600-NUSPDAAT1,Cherry MX Nature White,1.12 lbs
4.5,Mistel,"11.63"" x 4.91"" x 1.56""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2201_MD600RGB_1.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Barocco,Mistel Barocco Black RGB LED  60% Double Shot PBT Mechanical Keyboard,2,US QWERTY,$164.00,Full,60%,MD600-SUSPDAAT1,Cherry MX Silver,1.12 lbs
5.0,Mechanical Keyboards Inc,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_TypistA-MK0818TA_main.jpg,USB-C,Primary: Black Double Shot PBT with White legends,n/a,ANSI,Typist,"MK Typist - PBT Double Shot keycaps, Type C USB, Programmable, 16 Layout Mechanical Keyboard",12,US QWERTY,$104.00,Full,Full Size,TypistB-MK0818TB,Cherry MX Brown,2.87 lbs
5.0,Mechanical Keyboards Inc,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_TypistA-MK0818TA_main.jpg,USB-C,Primary: Black Double Shot PBT with White legends,n/a,ANSI,Typist,"MK Typist - PBT Double Shot keycaps, Type C USB, Programmable, 16 Layout Mechanical Keyboard",12,US QWERTY,$109.00,Full,Full Size,TypistC-MK0818TC,Cherry MX Silent Red,2.87 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1829_NinjaTKL1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Ninja,Filco Majestouch Ninja TKL Mechanical Keyboard,0,US QWERTY,$139.00,Full,Tenkeyless,FKBN87MC/EFB2,Cherry MX Blue,2.20 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1829_NinjaTKL1.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Ninja,Filco Majestouch Ninja TKL Mechanical Keyboard,0,US QWERTY,$139.00,Full,Tenkeyless,FKBN87MRL/EFB2,Cherry MX Red,2.20 lbs
,Royal Kludge,"11.46"" x 3.98"" x 1.54""",Pink,https://mechanicalkeyboards.com/shop/images/products/large_1431_rk61p1.jpg,Wireless,Primary: White Laser Etched ABS with Backlit (clear) legends,Multi,ANSI,RK61,Royal Kludge RK61 Pink Case White Keycaps Multi LED  60% Mechanical Keyboard,0,US QWERTY,$59.00,6,60%,RK61-PW-GK,Kailh Blue,1.28 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.57""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1887S-AUSPDAZB1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One 2,Ducky One 2 TKL Blue LED  Double Shot PBT Mechanical Keyboard,1,US QWERTY,$109.00,Full,Tenkeyless,DKON1887S-BUSPDAZB1,Cherry MX Brown,2.10 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.57""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1887S-AUSPDAZB1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One 2,Ducky One 2 TKL Blue LED  Double Shot PBT Mechanical Keyboard,1,US QWERTY,$109.00,Full,Tenkeyless,DKON1887S-CUSPDAZB1,Cherry MX Blue,2.10 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.57""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1887S-AUSPDAZB1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One 2,Ducky One 2 TKL Blue LED  Double Shot PBT Mechanical Keyboard,1,US QWERTY,$109.00,Full,Tenkeyless,DKON1887S-RUSPDAZB1,Cherry MX Red,2.10 lbs
5.0,Ducky,"14.37"" x 5.31"" x 1.57""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1887S-AUSPDAZB1_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,One 2,Ducky One 2 TKL Blue LED  Double Shot PBT Mechanical Keyboard,1,US QWERTY,$109.00,Full,Tenkeyless,DKON1887S-PUSPDAZB1,Cherry MX Silver,2.10 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2060_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Red,ANSI,V60Plus,KBParadise V60Plus Blue/Red Blue / Red LED  60% Mechanical Keyboard,2,US QWERTY,$99.00,Full,60%,KBP-V60P-R-B/R,Cherry MX Red,1.20 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2060_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Red,ANSI,V60Plus,KBParadise V60Plus Blue/Red Blue / Red LED  60% Mechanical Keyboard,2,US QWERTY,$104.00,Full,60%,KBP-V60P-W-B/R,Cherry MX Clear,1.20 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2060_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Red,ANSI,V60Plus,KBParadise V60Plus Blue/Red Blue / Red LED  60% Mechanical Keyboard,2,US QWERTY,$109.00,Full,60%,KBP-V60P-C-B/R,Cherry MX Blue,1.20 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2060_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Red,ANSI,V60Plus,KBParadise V60Plus Blue/Red Blue / Red LED  60% Mechanical Keyboard,2,US QWERTY,$109.00,Full,60%,KBP-V60P-G-B/R,Cherry MX Green,1.20 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2060_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Red,ANSI,V60Plus,KBParadise V60Plus Blue/Red Blue / Red LED  60% Mechanical Keyboard,2,US QWERTY,$109.00,Full,60%,KBP-V60P-SS-B/R,Cherry MX Silver,1.20 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2060_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Red,ANSI,V60Plus,KBParadise V60Plus Blue/Red Blue / Red LED  60% Mechanical Keyboard,2,US QWERTY,$109.00,Full,60%,KBP-V60P-SR-B/R,Cherry MX Silent Red,1.20 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.26""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC980MLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$119.00,Full,Full Size,FC980MN/EWPD,Cherry MX Brown,2.43 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.26""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC980MLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$119.00,Full,Full Size,FC980MC/EWPD,Cherry MX Blue,2.43 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.26""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC980MLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$119.00,Full,Full Size,FC980MR/EWPD,Cherry MX Red,2.43 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.26""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC980MLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$124.00,Full,Full Size,FC980MW/EWPD,Cherry MX Clear,2.43 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.26""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC980MLEWPD_main.jpg,USB,Primary: White Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Two Tone White PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$124.00,Full,Full Size,FC980MS/EWPD,Cherry MX Silent Red,2.43 lbs
4.6,KBParadise,"11.40"" x 3.90"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1479_V60_Top_Printed_%285%29.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,V60,KBParadise V60 Standard 60% Mechanical Keyboard,10,US QWERTY,$99.00,6,60%,KBP-V60-DTCB,Matias Click,1.20 lbs
4.6,KBParadise,"11.40"" x 3.90"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1479_V60_Top_Printed_%285%29.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,V60,KBParadise V60 Standard 60% Mechanical Keyboard,10,US QWERTY,$99.00,6,60%,KBP-V60-DTCC,Matias Linear,1.20 lbs
4.6,KBParadise,"11.40"" x 3.90"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1479_V60_Top_Printed_%285%29.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,V60,KBParadise V60 Standard 60% Mechanical Keyboard,10,US QWERTY,$109.00,6,60%,KBP-V60-MTSQ,Kailh BOX Thick Navy,1.20 lbs
4.6,KBParadise,"11.40"" x 3.90"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1479_V60_Top_Printed_%285%29.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,V60,KBParadise V60 Standard 60% Mechanical Keyboard,10,US QWERTY,$109.00,6,60%,KBP-V60-MTSC,Kailh BOX Thick Jade,1.20 lbs
4.6,KBParadise,"11.40"" x 3.90"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1479_V60_Top_Printed_%285%29.jpg,USB,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,V60,KBParadise V60 Standard 60% Mechanical Keyboard,10,US QWERTY,$109.00,6,60%,KBP-V60-MTSQL,Kailh BOX Heavy Dark Yellow,1.20 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VA68D2WASM2A_main.jpg,USB-C,Primary: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 Mac White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$191.00,Full,60%,VA68DN2W/ASM2A,Cherry MX Brown,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VA68D2WASM2A_main.jpg,USB-C,Primary: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 Mac White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$191.00,Full,60%,VA68DC2W/ASM2A,Cherry MX Blue,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VA68D2WASM2A_main.jpg,USB-C,Primary: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 Mac White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$194.00,Full,60%,VA68DR2W/ASM2A,Cherry MX Red,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VA68D2WASM2A_main.jpg,USB-C,Primary: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 Mac White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$197.00,Full,60%,VA68DS2W/ASM2A,Cherry MX Silver,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VA68D2WASM2A_main.jpg,USB-C,Primary: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 Mac White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$197.00,Full,60%,VA68DW2W/ASM2A,Cherry MX Clear,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VA68D2WASM2A_main.jpg,USB-C,Primary: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 Mac White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$199.00,Full,60%,VA68DP2W/ASM2A,Cherry MX Silent Red,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Silver,https://mechanicalkeyboards.com/shop/images/products/large_VA68D2WASM2A_main.jpg,USB-C,Primary: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 Mac White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$199.00,Full,60%,VA68DH2W/ASM2A,Cherry MX Silent Black,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA68T1WALK12W_main.jpg,USB-C,Alphas: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 CMYK White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$197.00,6,60%,VA68TS1W/ALK12W,Cherry MX Silver,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA68T1WALK12W_main.jpg,USB-C,Alphas: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 CMYK White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$197.00,6,60%,VA68TW1W/ALK12W,Cherry MX Clear,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA68T1WALK12W_main.jpg,USB-C,Alphas: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 CMYK White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$199.00,6,60%,VA68TP1W/ALK12W,Cherry MX Silent Red,3.00 lbs
,Varmilo,"13.30"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA68T1WALK12W_main.jpg,USB-C,Alphas: White Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M V3 CMYK White LED  60% Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$199.00,6,60%,VA68TH1W/ALK12W,Cherry MX Silent Black,3.00 lbs
5.0,Royal Kludge,"11.46"" x 3.98"" x 1.54""",Blue,https://mechanicalkeyboards.com/shop/images/products/large_1432_rk61b1.jpg,Wireless,Primary: White Laser Etched ABS with Backlit (clear) legends,Multi,ANSI,RK61,Royal Kludge RK61 Blue Case White Keycaps Multi LED  60% Mechanical Keyboard,1,US QWERTY,$59.00,6,60%,RK61-CW-GK,Kailh Blue,1.28 lbs
4.3,Ducky,"14.10"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2632_RainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,n/a,ANSI,One Rainbow,Ducky One Rainbow TKL Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$105.00,Full,Tenkeyless,DKON1687-QUSPHWWB9,Cherry MX White,2.50 lbs
4.3,Ducky,"14.10"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2632_RainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,n/a,ANSI,One Rainbow,Ducky One Rainbow TKL Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$109.00,Full,Tenkeyless,DKON1687-GUSPHWWB9,Cherry MX Green,2.50 lbs
4.3,Ducky,"14.10"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2632_RainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,n/a,ANSI,One Rainbow,Ducky One Rainbow TKL Dye Sub PBT Mechanical Keyboard,3,US QWERTY,$109.00,Full,Tenkeyless,DKON1687-PUSPHWWB9,Cherry MX Silver,2.50 lbs
